(757, 250)
(757, 252)
(757, 256)
(757, 258)
(757, 262)
(757, 265)
(757, 268)
(757, 274)
(755, 277)
(754, 281)
(752, 284)
(750, 288)
(748, 291)
(745, 294)
(744, 298)
(740, 299)
(739, 302)
(737, 305)
(734, 307)
(732, 310)
(728, 312)
(725, 315)
(719, 319)
(719, 321)
(713, 323)
(710, 324)
(708, 324)
(706, 324)
(706, 324)
(707, 325)
(714, 326)
(718, 326)
(721, 324)
(725, 323)
(728, 320)
(731, 318)
(733, 316)
(737, 314)
(740, 310)
(744, 305)
(745, 303)
(748, 300)
(750, 297)
(752, 292)
(754, 288)
(756, 284)
(758, 279)
(759, 275)
(760, 267)
(760, 263)
(760, 256)
(759, 252)
(757, 249)
(756, 248)
(756, 251)
(758, 254)
(758, 259)
(758, 263)
(758, 267)
(757, 270)
