(381, 228)
(384, 227)
(386, 224)
(386, 222)
(386, 220)
(382, 219)
(378, 219)
(377, 220)
(372, 222)
(370, 224)
(368, 225)
(365, 225)
(364, 225)
(361, 225)
(358, 227)
(356, 230)
(354, 231)
(354, 232)
(353, 235)
(353, 237)
(355, 239)
(358, 241)
(361, 243)
(364, 245)
(366, 245)
(367, 245)
(370, 246)
(372, 247)
(375, 249)
(379, 249)
(381, 249)
(378, 247)
(373, 244)
(370, 243)
(366, 241)
(362, 239)
(360, 238)
(359, 237)
(358, 235)
(358, 233)
(360, 232)
(362, 230)
(364, 230)
(365, 229)
(369, 229)
(371, 228)
(372, 228)
(375, 228)
(376, 229)
(378, 229)
(379, 230)
(380, 230)
(381, 231)
(382, 229)
