(698, 491)
(705, 487)
(710, 483)
(717, 478)
(726, 472)
(733, 466)
(743, 461)
(748, 455)
(756, 448)
(760, 438)
(766, 430)
(775, 419)
(786, 410)
(794, 404)
(799, 398)
(804, 395)
(813, 392)
(826, 391)
(835, 392)
(839, 395)
(844, 395)
(849, 399)
(846, 392)
(840, 384)
(837, 379)
(836, 372)
(833, 365)
(833, 365)
(833, 359)
(829, 351)
(830, 341)
(830, 341)
(830, 334)
(828, 326)
(828, 319)
(828, 317)
(827, 320)
(826, 324)
(823, 327)
(821, 330)
(819, 326)
(817, 320)
(815, 313)
(804, 313)
(792, 313)
(784, 312)
(776, 307)
(774, 301)
(769, 291)
(768, 280)
(765, 275)
(765, 272)
(763, 268)
(761, 263)
(761, 271)
(760, 273)
(759, 277)
(758, 280)
(756, 287)
(755, 292)
(754, 293)
(750, 294)
(748, 298)
(748, 301)
(747, 302)
(743, 305)
(739, 308)
(737, 311)
(736, 313)
(734, 314)
(729, 317)
(725, 320)
(722, 322)
(715, 322)
(707, 323)
(704, 323)
(703, 322)
(700, 321)
(700, 320)
(698, 313)
(695, 309)
(695, 303)
(695, 300)
(694, 298)
(694, 296)
(695, 294)
(697, 291)
(696, 297)
(697, 294)
(698, 288)
(698, 284)
(696, 282)
(697, 276)
(699, 274)
(702, 273)
(705, 273)
(707, 273)
(712, 272)
(716, 273)
(711, 270)
(709, 268)
(706, 272)
(710, 272)
(711, 271)
(708, 268)
(707, 264)
(705, 260)
(704, 256)
(702, 251)
(704, 248)
(704, 246)
(700, 248)
(697, 248)
(696, 251)
(696, 253)
(694, 258)
(693, 258)
(691, 258)
(689, 259)
(686, 260)
(683, 263)
(683, 263)
(682, 267)
(680, 268)
(678, 273)
(678, 277)
(677, 280)
(676, 282)
(675, 286)
(677, 282)
(681, 280)
(680, 284)
(678, 289)
(678, 289)
(678, 298)
(675, 304)
(675, 309)
(673, 316)
(670, 322)
(669, 328)
(667, 331)
(665, 336)
(664, 340)
(661, 345)
(660, 348)
(659, 352)
(661, 356)
(661, 360)
(661, 365)
(661, 370)
(661, 371)
(664, 368)
(664, 364)
(665, 361)
(668, 356)
(670, 353)
(674, 347)
(675, 341)
(678, 340)
(681, 336)
(682, 335)
(682, 339)
(680, 345)
(677, 348)
(677, 352)
(678, 357)
(679, 361)
(681, 366)
(682, 368)
(683, 365)
(685, 360)
(685, 358)
(685, 353)
(687, 348)
(687, 347)
(685, 348)
(688, 352)
(687, 358)
(690, 362)
(690, 364)
(694, 369)
(697, 373)
(698, 376)
(698, 381)
(698, 389)
(693, 393)
(691, 395)
(687, 395)
(680, 392)
(678, 390)
(678, 396)
(681, 399)
(682, 401)
(683, 405)
(685, 409)
(685, 416)
(682, 424)
(681, 429)
(681, 430)
(678, 435)
(674, 439)
(673, 446)
(671, 453)
(671, 459)
(674, 442)
(673, 446)
(671, 449)
(671, 452)
(671, 455)
(671, 459)
(674, 461)
(677, 465)
(680, 467)
(684, 468)
(686, 468)
(686, 466)
(686, 463)
(686, 462)
(686, 458)
(687, 455)
(689, 458)
(692, 461)
(692, 466)
(693, 470)
(694, 475)
(694, 477)
(695, 480)
(693, 472)
(693, 475)
(694, 478)
(695, 482)
(696, 484)
(696, 486)
(694, 477)
(695, 478)
(695, 480)
(696, 482)
(696, 483)
(697, 486)
(698, 489)
(698, 491)
(698, 492)
(698, 494)
(698, 494)
(698, 495)
(700, 493)
(701, 492)
(703, 491)
(705, 489)
