(627, 253)
(626, 259)
(657, 125)
(651, 125)
(640, 124)
(634, 125)
(628, 126)
(620, 132)
(607, 133)
(600, 135)
(590, 140)
(582, 144)
(576, 147)
(574, 151)
(571, 155)
(566, 163)
(564, 164)
(562, 170)
(559, 172)
(555, 180)
(553, 183)
(551, 187)
(547, 196)
(543, 203)
(540, 209)
(537, 215)
(533, 220)
(533, 227)
(533, 233)
(536, 239)
(536, 244)
(539, 251)
(535, 260)
(531, 269)
(528, 273)
(527, 276)
(523, 282)
(521, 288)
(515, 297)
(511, 307)
(509, 310)
(509, 314)
(509, 317)
(509, 323)
(511, 326)
(517, 329)
(519, 332)
(525, 332)
(527, 332)
(534, 334)
(537, 334)
(540, 335)
(543, 334)
(546, 335)
(551, 336)
(553, 338)
(556, 339)
(560, 340)
(564, 343)
(569, 345)
(572, 348)
(576, 350)
(578, 353)
(578, 355)
(581, 360)
(581, 361)
(583, 365)
(583, 367)
(586, 370)
(588, 372)
(590, 372)
(590, 369)
(591, 365)
(596, 357)
(600, 354)
(604, 349)
(609, 342)
(614, 336)
(620, 332)
(624, 327)
(629, 319)
(632, 313)
(635, 306)
(639, 299)
(646, 292)
(648, 288)
(651, 286)
(656, 275)
(658, 272)
(661, 264)
(661, 259)
(661, 252)
(659, 242)
(659, 234)
(654, 226)
(649, 219)
(645, 219)
(635, 212)
(630, 208)
(630, 199)
(626, 190)
(630, 182)
(632, 181)
(637, 176)
(643, 167)
(643, 157)
(648, 151)
(649, 143)
(651, 138)
(654, 135)
(657, 132)
(660, 128)
(661, 123)
(661, 121)
