(677, 119)
(671, 119)
(669, 120)
(663, 121)
(658, 126)
(649, 130)
(645, 133)
(636, 135)
(629, 141)
(628, 142)
(633, 140)
(639, 137)
(649, 136)
(650, 133)
(642, 137)
(638, 143)
(636, 148)
(631, 156)
(631, 163)
(631, 166)
(635, 155)
(640, 147)
(646, 143)
(648, 137)
(645, 146)
(640, 151)
(638, 159)
(635, 164)
(634, 169)
(634, 175)
(638, 164)
(643, 157)
(644, 155)
(650, 147)
(655, 141)
(661, 137)
(665, 133)
(668, 132)
(669, 130)
(673, 128)
(679, 122)
(681, 117)
(680, 117)
(678, 117)
(671, 120)
(664, 124)
(659, 126)
