(236, 297)
(231, 296)
(224, 294)
(221, 290)
(217, 287)
(214, 284)
(206, 279)
(204, 277)
(199, 272)
(195, 266)
(193, 262)
(192, 260)
(190, 254)
(188, 250)
(187, 244)
(186, 240)
(185, 239)
(184, 232)
(184, 227)
(185, 222)
(186, 220)
(188, 215)
(192, 210)
(197, 209)
(199, 207)
(200, 207)
(202, 206)
(206, 205)
(210, 205)
(214, 206)
(217, 208)
(219, 209)
(223, 211)
(226, 214)
(227, 215)
(228, 216)
(228, 215)
(230, 217)
(232, 218)
(233, 220)
(234, 221)
(236, 226)
(237, 228)
(237, 233)
(235, 236)
(232, 238)
(230, 239)
(227, 241)
(224, 245)
(224, 247)
(220, 251)
(219, 252)
(217, 253)
(216, 254)
(212, 255)
(212, 255)
(210, 255)
(210, 254)
(212, 249)
(213, 247)
(216, 244)
(219, 243)
(221, 239)
(223, 234)
(223, 229)
(223, 224)
(223, 221)
(222, 219)
(221, 216)
(218, 215)
(214, 213)
(212, 212)
(208, 212)
(204, 212)
(202, 212)
(198, 213)
(196, 216)
(193, 221)
(192, 224)
(191, 227)
(191, 231)
(191, 235)
(191, 239)
(192, 242)
(193, 247)
(195, 253)
(196, 255)
(196, 255)
(196, 259)
(197, 258)
(199, 262)
(201, 264)
(203, 265)
(203, 266)
(206, 268)
(209, 269)
(211, 269)
(213, 269)
(210, 267)
(205, 264)
(203, 262)
(201, 260)
(197, 253)
(197, 244)
(197, 240)
(197, 235)
(197, 229)
(197, 226)
(197, 224)
(198, 223)
(200, 219)
(204, 219)
(207, 220)
(207, 223)
(207, 225)
(206, 230)
(205, 235)
(205, 239)
(204, 243)
(204, 249)
(204, 253)
(206, 257)
(207, 259)
(210, 260)
(213, 262)
(214, 262)
(217, 262)
(222, 262)
(224, 263)
(225, 264)
(225, 265)
(228, 266)
(230, 266)
(233, 266)
(237, 267)
(237, 264)
(239, 260)
(240, 259)
(240, 260)
(241, 262)
(241, 266)
(242, 269)
(241, 271)
(239, 272)
(238, 273)
(236, 276)
(236, 277)
(235, 278)
(234, 280)
(234, 285)
(235, 286)
(235, 291)
(235, 295)
(235, 295)
(235, 297)
(231, 296)
(227, 294)
