(538, 335)
(535, 336)
(533, 338)
(532, 342)
(529, 346)
(528, 347)
(527, 349)
(527, 353)
(528, 355)
(532, 358)
(532, 361)
(537, 366)
(540, 366)
(544, 367)
(549, 370)
(547, 372)
(545, 374)
(541, 379)
(541, 383)
(541, 385)
(541, 388)
(541, 392)
(542, 397)
(545, 402)
(547, 403)
(549, 404)
(552, 404)
(552, 409)
(550, 413)
(549, 415)
(548, 420)
(547, 427)
(549, 430)
(549, 433)
(549, 436)
(551, 440)
(551, 444)
(553, 448)
(555, 454)
(558, 457)
(561, 462)
(563, 466)
(569, 470)
(573, 474)
(577, 475)
(578, 476)
(582, 477)
(582, 477)
(585, 475)
(589, 473)
(592, 473)
(599, 475)
(600, 475)
(603, 477)
(605, 477)
(604, 473)
(606, 471)
(610, 470)
(614, 469)
(616, 468)
(625, 465)
(637, 468)
(641, 466)
(647, 462)
(653, 459)
(660, 462)
(665, 465)
(669, 468)
(672, 470)
(676, 475)
(683, 478)
(685, 480)
(690, 484)
(693, 487)
(693, 487)
(695, 491)
(701, 495)
(700, 486)
(698, 482)
(696, 475)
(694, 469)
(692, 464)
(691, 458)
(687, 458)
(686, 466)
(683, 469)
(677, 463)
(674, 457)
(673, 452)
(673, 441)
(677, 436)
(682, 431)
(683, 425)
(685, 419)
(689, 414)
(689, 412)
(688, 406)
(684, 400)
(683, 394)
(693, 398)
(698, 395)
(698, 387)
(698, 385)
(701, 380)
(701, 373)
(693, 366)
(689, 360)
(689, 354)
(686, 347)
(685, 354)
(682, 362)
(682, 366)
(680, 359)
(680, 351)
(680, 344)
(682, 339)
(681, 334)
(678, 335)
(674, 340)
(671, 348)
(668, 349)
(667, 358)
(666, 363)
(662, 369)
(662, 368)
(661, 358)
(661, 350)
(664, 342)
(667, 335)
(672, 327)
(674, 323)
(674, 315)
(676, 303)
(678, 297)
(679, 293)
(679, 288)
(672, 293)
(669, 303)
(669, 301)
(673, 290)
(676, 279)
(678, 277)
(679, 268)
(682, 266)
(684, 260)
(680, 269)
(684, 263)
(689, 263)
(694, 262)
(695, 257)
(698, 254)
(703, 246)
(707, 241)
(709, 238)
(713, 234)
(715, 232)
(720, 228)
(726, 226)
(732, 226)
(737, 225)
(744, 228)
(749, 233)
(753, 234)
(753, 237)
(756, 241)
(757, 243)
(759, 248)
(760, 252)
(761, 256)
(761, 262)
(761, 266)
(763, 264)
(764, 267)
(765, 272)
(767, 275)
(767, 282)
(770, 290)
(770, 295)
(771, 298)
(773, 301)
(776, 304)
(783, 309)
(786, 311)
(791, 312)
(793, 312)
(785, 311)
(789, 312)
(795, 312)
(798, 312)
(803, 313)
(809, 313)
(811, 313)
(815, 314)
(818, 317)
(820, 322)
(820, 326)
(824, 330)
(822, 331)
(823, 326)
(825, 320)
(826, 312)
(827, 298)
(835, 290)
(841, 273)
(841, 265)
(847, 255)
(854, 239)
(856, 224)
(856, 207)
(857, 193)
(853, 182)
(852, 168)
(848, 157)
(846, 149)
(838, 139)
(838, 137)
(829, 135)
(826, 130)
(823, 124)
(823, 117)
(825, 116)
(826, 113)
(827, 109)
(827, 106)
(846, 146)
(841, 140)
(838, 132)
(831, 127)
(825, 120)
(826, 107)
(819, 101)
(812, 94)
(806, 89)
(799, 85)
(796, 82)
(784, 78)
(779, 77)
(774, 69)
(768, 64)
(762, 58)
(754, 51)
(748, 43)
(746, 49)
(749, 56)
(743, 50)
(741, 50)
(748, 56)
(756, 65)
(746, 59)
(738, 52)
(734, 46)
(732, 40)
(731, 46)
(726, 44)
(724, 37)
(718, 41)
(724, 46)
(724, 47)
(717, 41)
(715, 32)
(713, 35)
(713, 41)
(709, 41)
(704, 35)
(696, 30)
(694, 30)
(698, 34)
(706, 42)
(705, 47)
(695, 43)
(686, 35)
(679, 33)
(680, 38)
(687, 45)
(686, 49)
(682, 45)
(674, 40)
(670, 36)
(666, 34)
(661, 33)
(664, 37)
(664, 41)
(663, 42)
(658, 32)
(657, 28)
(655, 27)
(655, 34)
(655, 38)
(652, 42)
(650, 39)
(648, 35)
(643, 32)
(643, 37)
(640, 37)
(637, 37)
(633, 32)
(630, 31)
